"Sr.","Stock Name","Symbol","close","%_change","volume","sma150","market_cap","sector","atr14","ema21","Add Column"
674,"Ramco Systems Limited","RAMCOSYS","594.2","-0.25%","1,04,179","524.41","2238.88","i.t","33.38","646.92",""
675,"Ccl Products (india) Limited","CCL","1,130.4","-0.26%","79,020","1086.82","15134.05","fmcg","25.09","1150.75",""
676,"Jbm Auto Limited","JBMA","621.35","-0.26%","2,07,855","619","14732.41","auto","14.87","651.02",""
677,"Raghav Productivity Enhancers Ltd","RPEL","1,430.1","-0.27%","38,427","921.17","6584.75","building materials","55.35","1307.66",""
678,"Healthcare Global Enterprises Limited","HCG","712.35","-0.27%","1,88,102","613.71","10664.66","healthcare","23.81","690.55",""
679,"SG Finserve Ltd","SGFIN","660.25","-0.27%","1,18,973","517.41","4362.58","financials","27.51","667.78",""
680,"Tvs Electronics Limited","TVSELECT","450.35","-0.27%","33,476","442.75","842.16","i.t","16.85","479.4",""
681,"Bosch Limited","BOSCHLTD","46,970","-0.28%","29,499","37406.3","138926.63","auto","1109.66","43548.19",""
682,"Petronet Lng Limited","PETRONET","281.8","-0.28%","10,36,006","280.08","42390","energy","6.53","279.38",""
683,"Arvee Laboratories (India) Ltd","ARVEE","165.55","-0.28%","616","161.28","182.94","chemicals","9.75","162.33",""
684,"Stove Kraft Ltd","STOVEKRAFT","748.5","-0.29%","95,567","603.43","2485.37","consumer discretionary","35.58","774.68",""
685,"Nephrocare Health Services Ltd","NEPHROPLUS","694.65","-0.29%","1,11,668","597.93","6990.74","healthcare","27.64","685.74",""
686,"Pudumjee Paper Products Limited","PDMJEPAPER","87.82","-0.3%","62,047","83.76","836.32","building materials","4.23","91.61",""
687,"Jindal Drilling And Industries Limited","JINDRILL","586.2","-0.31%","1,14,041","549.7","1704.09","energy","19.26","599.25",""
688,"Mahindra & Mahindra Financial Services Limited","M&MFIN","388.9","-0.31%","14,88,649","336.34","54222.78","financials","14.77","381.7",""
689,"Sun Pharma Advanced Research Company Limited","SPARC","197.36","-0.31%","5,21,734","172.06","6424.88","healthcare","7.76","212.47",""
690,"Garuda Construction and Engineering Ltd","GARUDA","182.48","-0.31%","3,10,179","173.68","1703.04","realty","7.77","179.99",""
691,"Vardhman Acrylics Limited","VARDHACRLC","44.47","-0.31%","15,200","39.72","358.5","textiles","1.43","44.56",""
692,"Bajaj Auto Limited","BAJAJ-AUTO","11,663","-0.32%","1,81,692","10028.96","327012.47","auto","196.27","11376.31",""
693,"LTIMindtree Ltd","LTM","4,700","-0.32%","2,91,825","4547.54","139856.95","i.t","131.47","4495.85",""
694,"Aster DM Healthcare Ltd","ASTERDM","819.75","-0.32%","11,80,504","707.88","71681.98","healthcare","27.54","825.17",""
695,"Oracle Financial Services Software Limited","OFSS","11,789","-0.33%","1,28,403","8909.31","102988.93","i.t","350.82","11505.92",""
696,"Asian Paints Limited","ASIANPAINT","2,687.5","-0.33%","3,12,900","2546.55","258628.5","building materials","49.9","2725.02",""
697,"Arman Financial Services Limited","ARMANFIN","1,962.9","-0.33%","38,418","1660.46","2070.78","financials","90.47","1959.31",""
698,"Coforge (Niit Tech) Ltd","COFORGE","1,806","-0.33%","10,54,940","1425.72","80215.58","i.t","42.95","1714.81",""
699,"Zydus Lifesciences Ltd","ZYDUSLIFE","1,131.5","-0.33%","19,27,424","993.23","113236.64","healthcare","34.13","1136.34",""
700,"RPSG Ventures Ltd","RPSGVENT","887.25","-0.33%","16,289","830.82","2945.19","i.t","35.84","908.12",""
701,"Dharmaj Crop Guard Ltd","DHARMAJ","269.25","-0.33%","21,305","256.08","913.03","chemicals","9.16","269",""
702,"Schaeffler India Ltd","SCHAEFFLER","4,028.9","-0.35%","67,432","4022.6","63196.7","industrials","95.61","4092.44",""
703,"Softtech Engineers Ltd","SOFTTECH","427.05","-0.35%","3,366","357.87","593.2","i.t","13.46","421.36",""
704,"Indoco Remedies Limited","INDOCO","218.74","-0.35%","40,899","215.87","2026.16","healthcare","7.56","225.85",""
705,"Tata Communications Limited","TATACOMM","1,711.9","-0.36%","2,49,346","1692.61","48968.73","telecom-service","49.45","1768.31",""
706,"Sudeep Pharma Ltd","SUDEEPPHRM","1,101.55","-0.36%","80,261","714.76","12487.04","chemicals","60.49","973.98",""
707,"Kiocl Limited","KIOCL","388.15","-0.36%","66,532","370.7","23674.94","metals & mining","14.93","383.06",""
708,"Ujjivan Small Finance Bank Ltd","UJJIVANSFB","72.21","-0.36%","90,89,704","59.86","14097.27","bank","2.16","69.55",""
709,"Va Tech Wabag Limited","WABAG","1,897.6","-0.37%","3,47,369","1525.89","11876.09","realty","70.75","1958.05",""
710,"Redington (india) Limited","REDINGTON","332.8","-0.37%","23,39,195","255","26115.17","services","14.99","322.1",""
711,"Db (international) Stock Brokers Limited","DBSTOCKBRO","32.51","-0.37%","3,609","29.14","114.21","financials","1.74","33.75",""
712,"Anant Raj Limited","ANANTRAJ","627.55","-0.38%","10,00,410","531.9","22670.45","realty","18.43","609.5",""
713,"Bhagiradha Chemicals & Industries Ltd","BHAGCHEM","288.75","-0.38%","1,52,636","240.49","3758.46","chemicals","12.92","280.89",""
714,"Heg Limited","HEG","698.3","-0.39%","10,71,949","573.82","13527.72","industrials","21.7","658.03",""
715,"Mazagon Dock Shipbuilders Ltd","MAZDOCK","2,569.7","-0.4%","5,95,816","2439.34","104072.04","aerospace & defence","64.27","2472.13",""
716,"Balaji Amines Limited","BALAMINES","2,125.2","-0.4%","81,358","1564.34","6913.73","chemicals","93.52","2135.17",""
717,"Monarch Networth Capital Ltd","MONARCH","389.05","-0.4%","68,116","314.85","3097.78","financials","15.18","379.71",""
718,"Dhunseri Ventures Ltd","DVL","265.92","-0.4%","17,552","243.63","935.13","services","16.25","259.2",""
719,"Walchandnagar Industries Limited","WALCHANNAG","223.91","-0.4%","9,42,467","209.34","1525.03","industrials","10.64","233.99",""
720,"Hyundai Motor India Ltd","HYUNDAI","2,190","-0.41%","6,36,057","2013.27","178677.79","auto","51.5","2135.65",""
721,"Indian Metals & Ferro Alloys Limited","IMFA","1,398.7","-0.41%","81,136","1358.99","7577.85","metals & mining","54.91","1426.25",""
722,"Meghmani Organics Ltd","MOL","62.97","-0.41%","36,84,767","51.56","1608.03","chemicals","3.18","55.75",""
723,"Supreme Petrochem Ltd","SPLPETRO","723.45","-0.43%","67,196","686.52","13662.14","energy","23.14","716.52",""
724,"Surana Solar Limited","SURANASOL","25.49","-0.43%","31,278","25.23","125.97","industrials","0.93","26.2",""
725,"The Grob Tea Company Limited","GROBTEA","953.8","-0.44%","754","916.29","111.36","fmcg","44.6","916.83",""
726,"Shiv Aum Steels Ltd","SHIVAUM","445.1","-0.45%","1,000","345.12","608.07","metals & mining","20.33","427",""
727,"Saksoft Limited","SAKSOFT","164.95","-0.46%","1,96,346","153.7","2196.51","i.t","6.32","168.49",""
728,"Container Corporation Of India Limited","CONCOR","524.5","-0.47%","5,83,809","490.04","40137.27","transportation","13.8","510.16",""
729,"Igarashi Motors India Limited","IGARASHI","454.9","-0.47%","82,691","393.32","1438.57","industrials","19.56","457.19",""
730,"Marksans Pharma Limited","MARKSANS","331.45","-0.47%","1,30,18,565","211.86","15090.35","healthcare","17.35","282.94",""
731,"Secmark Consultancy Ltd","SECMARK","127.66","-0.47%","283","119.04","133.99","i.t","6.71","126.16",""
732,"NINtec Systems Ltd","NINSYS","735.4","-0.48%","4,020","550.26","1372.67","i.t","42.55","770.44",""
733,"Orient Bell Limited","ORIENTBELL","349.05","-0.48%","13,712","304.07","515.97","building materials","13.31","332.01",""
734,"Travel Food Services Ltd","TRAVELFOOD","1,358.2","-0.49%","80,291","1231.54","17972.93","consumer discretionary","53.45","1347.75",""
735,"TruAlt Bioenergy Ltd","TRUALT","479.25","-0.49%","2,73,305","435.25","4129.84","miscellaneous","18.1","459.29",""
736,"Shiva Texyarn Ltd","SHIVATEX","161.88","-0.49%","1,534","157.28","210.88","textiles","6.75","159.5",""
737,"Cholamandalam Investment And Finance Company Limited","CHOLAFIN","1,884.7","-0.51%","7,90,573","1655.07","161514.01","financials","47.07","1855.52",""
738,"Dredging Corporation Of India Limited","DREDGECORP","1,160.5","-0.51%","1,28,461","1013.97","3265.92","miscellaneous","53.67","1086.39",""
739,"S. P. Apparels Limited","SPAL","932.45","-0.52%","68,348","826.31","2356.27","consumer discretionary","52.88","1004.87",""
740,"Popular Vehicles & Services Ltd","PVSL","115.9","-0.52%","29,318","101.43","829.53","consumer discretionary","5.69","109.29",""
741,"Inventurus Knowledge Solutions Ltd","IKS","1,830.2","-0.53%","1,10,946","1626.15","31569.46","i.t","54.66","1805.03",""
742,"Adani Ports And Special Economic Zone Limited","ADANIPORTS","1,691","-0.53%","15,94,217","1622.18","391673.05","transportation","33.18","1718.3",""
743,"Global Health Ltd","MEDANTA","1,415.1","-0.53%","66,949","1197.74","38249.7","healthcare","43.96","1404.86",""
744,"AAVAS Financiers Ltd","AAVAS","1,389.8","-0.54%","1,13,239","1357.15","11079.67","financials","42.94","1409.83",""
745,"Jubilant Ingrevia Ltd","JUBLINGREA","732.8","-0.56%","1,64,337","663.81","11738.22","chemicals","24.06","732.17",""
746,"Mangal Credit & Fincorp Ltd","MANCREDIT","236.73","-0.56%","90,084","190.75","502.66","financials","14.31","236.93",""
747,"Abbott India Limited","ABBOTINDIA","26,905","-0.57%","11,190","26841.87","57500.61","healthcare","583.54","27594.32",""
748,"Westlife Foodworld Ltd","WESTLIFE","579.6","-0.57%","1,76,220","486.4","9089.52","consumer discretionary","23.3","546.25",""
749,"Aditya Birla Capital Ltd","ABCAPITAL","398.7","-0.57%","19,69,174","358.73","109641.67","financials","9.78","404.89",""
750,"Aarvi Encon Ltd","AARVI","152.6","-0.57%","22,923","134.82","227.81","miscellaneous","6.07","153.38",""
751,"Dynamatic Technologies Limited","DYNAMATECH","11,123","-0.58%","16,143","10189.61","7598.27","industrials","531.1","10783.34",""
752,"Punjab National Bank Ltd","PNB","117.32","-0.58%","1,28,81,843","113.27","135616.73","bank","2.29","113.55",""
753,"360 ONE WAM Ltd","360ONE","1,173","-0.59%","12,74,400","1096.81","47988.83","financials","30.75","1153.53",""
754,"Navkar Corporation Limited","NAVKARCORP","98.89","-0.6%","1,42,736","98.34","1497.52","transportation","2.59","101.74",""
755,"CARE Ratings Ltd","CARERATING","1,707","-0.61%","88,077","1632.27","5162.58","financials","51.85","1705.17",""
756,"State Bank Of India Ltd","SBIN","1,061.2","-0.61%","70,39,473","1055.32","985553.04","bank","20.96","1054.64",""
757,"KSH International Ltd","KSHINTL","1,022.35","-0.61%","2,78,762","619.07","6969.35","metals & mining","48.62","925.92",""
758,"Prakash Pipes Ltd","PPL","272.65","-0.62%","28,019","224.94","656.2","plastic products","13.36","266.05",""
759,"Avantel Ltd","AVANTEL","157.51","-0.62%","5,80,759","156.2","4211.52","aerospace & defence","3.62","163.46",""
760,"Gandhi Special Tubes Limited","GANDHITUBE","877.25","-0.63%","5,067","837.8","1072.84","metals & mining","30.27","887.37",""
761,"L T Foods Ltd","LTFOODS","417.15","-0.63%","2,02,754","394.15","14577.68","fmcg","10.67","407.56",""
762,"Kamat Hotels (i) Limited","KAMATHOTEL","194.64","-0.63%","64,966","181.49","577.43","services","8.06","178.04",""
763,"Gujarat Fluorochemicals Ltd","FLUOROCHEM","4,707.5","-0.64%","2,83,516","3647.12","52044.73","chemicals","188.69","4482.52",""
764,"Ttk Prestige Limited","TTKPRESTIG","592.1","-0.64%","34,550","555.77","8160.91","consumer discretionary","20.58","620.36",""
765,"Gpt Infraprojects Limited","GPTINFRA","115.06","-0.64%","70,954","114.84","1463.3","realty","3.77","117.66",""
766,"Interglobe Aviation Limited","INDIGO","5,275.5","-0.65%","3,21,441","4755.48","205315.13","transportation","102.79","5276.67",""
767,"Fine Organic Industries Ltd","FINEORG","5,110.4","-0.65%","20,232","4647.91","15770.88","chemicals","185.57","5032.01",""
768,"Hitech Corporation","HITECHCORP","330.15","-0.65%","13,162","209.42","570.75","industrials","7.1","322.71",""
769,"Kanoria Chemicals & Industries Limited","KANORICHEM","151.3","-0.65%","49,163","95.73","665.41","chemicals","7.99","148.98",""
770,"Bhansali Engineering Polymers Limited","BEPL","122.89","-0.65%","8,58,956","95.7","3078.38","energy","4.42","118.9",""
771,"Roto Pumps Ltd","ROTO","65.68","-0.65%","2,64,756","61.26","1245.81","industrials","2.5","67.24",""
772,"EPL Ltd","EPL","242.99","-0.66%","18,24,825","219.19","7834.04","industrials","9.11","235.51",""
773,"Tamilnad Mercantile Bank Ltd","TMB","843.7","-0.67%","95,533","700.1","13450.37","bank","24.53","844.5",""
774,"La Opala Rg Limited","LAOPALA","191.22","-0.67%","1,85,753","185.89","2136.86","building materials","5.92","189.36",""
775,"Munjal Auto Industries Limited","MUNJALAU","119.72","-0.67%","94,59,408","87.05","1205.3","auto","6.58","106.5",""
776,"Lenskart Solutions Ltd","LENSKART","607.6","-0.69%","2,18,74,987","509.68","106383.62","fmcg","17.63","573.9",""
777,"Maheshwari Logistics Ltd","MAHESHWARI","72","-0.69%","12,411","55.75","214.58","services","2.29","72.72",""
778,"Hitachi Energy India Ltd","POWERINDIA","35,450","-0.7%","53,456","28754.4","159123.34","industrials","1152.66","33708.26",""
779,"CreditAccess Grameen Ltd","CREDITACC","1,538.6","-0.7%","51,681","1345.27","24830.61","financials","37.83","1537.19",""
780,"IRM Energy Ltd","IRMENERGY","292.1","-0.7%","81,337","254.61","1207.77","energy","12.2","280.36",""
781,"Jayaswal Neco Industries Limited","JAYNECOIND","88.31","-0.7%","25,70,017","87.36","8635.09","metals & mining","3.02","89.65",""
782,"Garden Reach Shipbuilders & Engineers Ltd","GRSE","2,600.1","-0.71%","2,76,098","2573.49","29996.59","aerospace & defence","64.08","2602.83",""
783,"Windsor Machines Limited","WINDMACHIN","300.4","-0.71%","30,500","276.21","3077.75","industrials","14.99","296.13",""
784,"GVP Infotech Ltd","GVPTECH","7.02","-0.71%","25,165","6.98","130.11","i.t","0.27","6.97",""
785,"Somany Ceramics Limited","SOMANYCERA","518.9","-0.72%","2,14,480","453.4","2143.53","building materials","23.41","508.34",""
786,"Federal-mogul Goetze (india) Limited.","FMGOETZE","453.95","-0.72%","22,515","441.49","2543.78","auto","17.56","474.74",""
787,"Themis Medicare Limited","THEMISMED","104.09","-0.72%","61,527","96.07","965.67","healthcare","6.37","109.02",""
788,"Suprajit Engineering Limited","SUPRAJIT","520.75","-0.73%","89,641","449.75","7196","auto","16.27","511.02",""
789,"Dixon Technologies Ltd","DIXON","14,025","-0.74%","1,83,631","11665.58","86314.41","consumer discretionary","340.18","13920.26",""
790,"PB Fintech Ltd","POLICYBZR","1,728.1","-0.74%","9,30,324","1590.44","80555.18","i.t","48.39","1650.59",""
791,"Unimech Aerospace and Manufacturing Ltd","UNIMECH","1,511.3","-0.74%","2,68,042","1015.33","7743.47","aerospace & defence","70.94","1348.24",""
792,"Saregama India Limited","SAREGAMA","523.4","-0.74%","7,54,505","399.39","10166.84","media","23.59","518.15",""
793,"Siyaram Silk Mills Limited","SIYSIL","632.6","-0.75%","1,33,073","576.28","2891.89","textiles","20.35","628.02",""
794,"Geecee Ventures Limited","GEECEE","368.8","-0.75%","1,509","313.3","777.08","financials","16.71","360.76",""
795,"IDFC First Bank Ltd","IDFCFIRSTB","85.05","-0.75%","72,98,246","75.37","73819.67","bank","1.46","84.1",""
796,"Music Broadcast","RADIOCITY","6.66","-0.75%","18,450","6.12","231.96","media","0.37","6.61",""
797,"63 Moons Technologies Ltd","63MOONS","780.25","-0.76%","2,63,716","663.65","3622.93","i.t","43.81","803.27",""
798,"Indiqube Spaces Ltd","INDIQUBE","178.63","-0.76%","20,170","169.25","3815.96","co-working","7.24","177.88",""
799,"Gujarat Industries Power Company Limited","GIPCL","174.44","-0.76%","3,71,269","150.76","2728.23","power & utilities","5.22","165.85",""
800,"Umiya Buildcon Ltd","UMIYA-MRO","89.01","-0.76%","3,760","85.95","167.58","telecom","2.64","89.56",""
801,"Nitco Limited","NITCO","92.54","-0.77%","14,85,852","91.97","2243.05","building materials","4.42","100.41",""
802,"Hero Motocorp Limited","HEROMOTOCO","5,745","-0.78%","3,77,125","5274.33","115853.81","auto","127.94","5512.98",""
803,"5Paisa Capital Ltd","5PAISA","380.8","-0.78%","41,349","333.92","1799.34","financials","14.65","371.45",""
804,"Smartlink Network Systems Limited","SMARTLINK","223.76","-0.78%","3,325","152.25","224.95","i.t","10.55","212.58",""
805,"Atal Realtech Ltd","ATALREAL","35.85","-0.78%","52,65,984","27.67","447.64","realty","0.96","33.67",""
806,"Albert David Limited","ALBERTDAVD","806.1","-0.79%","9,575","708.77","463.71","healthcare","31.76","748.58",""
807,"Jsw Energy Limited","JSWENERGY","555.5","-0.8%","12,21,619","527.49","102675.03","power & utilities","11.47","559.5",""
808,"Delhivery Ltd","DELHIVERY","456","-0.8%","14,32,534","449.69","34424.55","transportation","12.68","472.39",""
809,"Paradeep Phosphates Ltd","PARADEEP","146.66","-0.8%","15,52,726","129.55","15349.35","chemicals","4.47","145.65",""
810,"Sterlite Technologies Limited","STLTECH","642.45","-0.82%","8,46,417","354.5","33287.62","industrials","32.8","605.07",""
811,"Tata Motors Commercial Vehicles Ltd","TMCV","470.4","-0.82%","51,04,421","428.5","174660.45","auto","14.49","444.6",""
812,"Adani Power Limited","ADANIPOWER","203.56","-0.82%","1,71,30,158","188.41","395818.36","power & utilities","4.54","210.5",""
813,"Ginni Filaments Limited","GINNIFILA","44.66","-0.82%","88,727","42.34","385.68","textiles","1.88","46.03",""
814,"Garware Hi Tech Films Ltd","GRWRHITECH","7,030","-0.83%","42,073","5038.95","16468.28","industrials","268.65","7054.26",""
815,"Bajaj Holdings & Investment Limited","BAJAJHLDNG","11,379","-0.84%","1,47,900","10524.05","127709.3","financials","218.22","11204.26",""
816,"Mahanagar Gas Limited","MGL","1,129.1","-0.84%","2,94,287","1095.92","11247.83","energy","30.6","1120.1",""
817,"AksharChem (India) Ltd","AKSHARCHEM","303.07","-0.84%","17,907","216.56","245.52","chemicals","17.27","269",""
818,"Mmtc Limited","MMTC","63.81","-0.84%","6,33,055","63.78","9652.5","services","1.52","63.86",""
819,"Asahi India Glass Limited","ASAHIINDIA","931.2","-0.85%","2,25,800","887.32","23942.76","building materials","27.36","901.14",""
820,"Nupur Recyclers Ltd","NRL","116","-0.85%","29,663","68.5","808.11","services","2.4","110.39",""
821,"Ador Welding Ltd","ADOR","1,525.3","-0.86%","22,521","1133.25","2677.42","industrials","61.39","1469.53",""
822,"JSW Dulux Ltd","JSWDULUX","3,139.8","-0.87%","17,238","3004.58","14424.44","building materials","87.24","3062.45",""
823,"Thyrocare Technologies Limited","THYROCARE","618.6","-0.87%","2,99,783","467.68","9932.71","healthcare","26.8","596.03",""
824,"Aeroflex Industries Ltd","AEROFLEX","455.85","-0.87%","10,09,001","324.6","6085.23","metals & mining","20.14","438.8",""
825,"Vinyl Chemicals (india) Limited","VINYLINDIA","236.57","-0.87%","5,503","236.08","437.6","chemicals","7.5","243.88",""
826,"J.G.Chemicals Ltd","JGCHEM","600.8","-0.88%","4,33,915","403.1","2375.26","chemicals","32.5","546.06",""
827,"Paushak Ltd","PAUSHAKLTD","734.2","-0.89%","30,335","503.29","1826.58","chemicals","41.78","660.5",""
828,"Apex Frozen Foods Ltd","APEX","422.55","-0.89%","9,07,500","394.08","1332.34","fmcg","20.38","389.27",""
829,"Texmo Pipes And Products Limited","TEXMOPIPES","45.62","-0.89%","28,045","44.64","134.38","plastic products","1.95","43.95",""
830,"Basf India Limited","BASF","4,041.2","-0.9%","83,950","3618.61","17651.45","chemicals","131.63","3907.35",""
831,"AU Small Finance Bank Ltd","AUBANK","1,072.2","-0.9%","9,22,463","996.03","81031.28","bank","24.38","1059.61",""
832,"Mangalam Worldwide Ltd","MWL","40.91","-0.9%","4,88,230","32.34","122.6","metals & mining","1.7","39.7",""
833,"Sumitomo Chemical India Ltd","SUMICHEM","559.8","-0.91%","5,66,775","450.24","28199.24","chemicals","20.37","532.31",""
834,"Rbl Bank Limited","RBLBANK","381.5","-0.91%","13,76,951","334.62","59619.48","bank","6.81","379.87",""
835,"Jai Balaji Industries Limited","JAIBALAJI","69.96","-0.91%","9,85,942","68.22","6440.5","metals & mining","3.56","65.52",""
836,"Lorenzini Apparels Ltd","LAL","8.72","-0.91%","18,445","7.77","152.01","textiles","0.68","8.61",""
837,"Adani Enterprises Limited","ADANIENT","3,007.3","-0.92%","9,41,404","2517.97","410868.35","services","68.5","3032.94",""
838,"Piramal Pharma Ltd","PPLPHARMA","204.73","-0.92%","29,12,134","166.47","27510.98","healthcare","7.98","199.42",""
839,"Borosil Scientific Ltd","BOROSCI","132.69","-0.92%","34,900","128.38","1191.18","building materials","5.15","144.49",""
840,"Renaissance Global Ltd","RGL","121.9","-0.92%","9,60,132","110.76","1320.95","consumer discretionary","7.23","118.1",""
841,"Garware Technical Fibres Ltd","GARFIBRES","748.45","-0.93%","37,349","673.89","7377.33","textiles","29.97","764.02",""
842,"Savita Oil Technologies Limited","SOTL","692.65","-0.93%","1,68,852","449.35","4793.4","energy","40.2","661.3",""
843,"Pfizer Limited","PFIZER","4,829.1","-0.94%","54,880","4737.34","22301.1","healthcare","119.64","4820.67",""
844,"Northern ARC Capital Ltd","NORTHARC","278.7","-0.94%","4,00,473","269.27","4546.96","financials","8.48","288.02",""
845,"Privi Speciality Chemicals Ltd","PRIVISCL","3,449","-0.95%","1,39,105","3184.15","13602.42","chemicals","85.68","3586.55",""
846,"Gufic Biosciences Limited","GUFICBIO","418.2","-0.95%","2,97,917","329.58","4233.93","healthcare","18.3","406.2",""
847,"West Coast Paper Mills Limited","WSTCSTPAPR","605.5","-0.96%","1,60,082","477.27","4037.9","building materials","23.74","580.74",""
848,"Supriya Lifescience Ltd","SUPRIYA","784","-0.97%","4,18,130","755.02","6371.42","healthcare","44.47","855.07",""
849,"Dr Agarwals Health Care Ltd","AGARWALEYE","501.6","-0.97%","4,11,185","462.11","16055.19","healthcare","22.03","505.55",""
850,"Marine Electricals (India) Ltd","MARINE","367.1","-0.97%","8,87,408","226.67","5187.74","industrials","19.28","315.54",""
851,"Sambhv Steel Tubes Ltd","SAMBHV","119.88","-0.97%","8,73,154","106.56","3567.29","metals & mining","4.59","118.71",""
852,"Ravinder Heights Ltd","RVHL","43.05","-0.97%","10,795","42.58","266.58","realty","2.36","44.21",""
853,"Ramco Industries Limited","RAMCOIND","353.45","-0.98%","1,71,717","301.98","3099.81","building materials","16.33","346.91",""
854,"Vls Finance Limited","VLSFINANCE","256.6","-0.98%","17,569","247.97","813.18","financials","10.54","258.65",""
855,"Apar Industries Limited","APARINDS","16,524","-1%","1,43,637","11978.94","67054.82","industrials","808.7","15678.23",""
856,"Indusind Bank Limited","INDUSINDBK","1,010.6","-1%","11,08,193","919.81","79533.87","bank","19","1013.3",""
857,"Eveready Industries India Limited","EVEREADY","352.9","-1.01%","33,971","329.52","2591.3","industrials","10.02","353.83",""
858,"Navin Fluorine International Limited","NAVINFLUOR","8,151","-1.02%","1,23,002","6827.62","42238.27","chemicals","257.48","7952.51",""
859,"The Karnataka Bank Limited","KTKBANK","306.5","-1.02%","12,51,381","243.83","11711.07","bank","8.99","296.18",""
860,"Goodluck India Limited","GOODLUCK","1,311.1","-1.03%","1,37,326","1265.51","4403.11","metals & mining","65.83","1433.4",""
861,"Sudarshan Colorants India Ltd","SUDARCOLOR","409.1","-1.04%","3,916","360.9","954.2","chemicals","16.15","390.31",""
862,"Ritco Logistics Ltd","RITCO","292.5","-1.05%","46,768","244.01","846.09","transportation","13.3","294.11",""
863,"Entero Healthcare Solutions Ltd","ENTERO","1,401.6","-1.06%","59,543","1181.12","6165.48","healthcare","63.15","1305.69",""
864,"Alembic Pharmaceuticals Limited","APLLTD","822.45","-1.06%","90,276","765.39","16339.31","healthcare","21.89","822.2",""
865,"Apollo Hospitals Enterprise Limited","APOLLOHOSP","8,825.5","-1.07%","3,58,418","7973.42","128263.1","healthcare","201.06","8831.09",""
866,"Trent Limited","TRENT","2,946","-1.07%","6,89,113","2764.57","158796.58","consumer discretionary","68","2995.83",""
867,"Krishna Institute of Medical Sciences Ltd","KIMS","800.4","-1.08%","5,66,635","718.71","33982.72","healthcare","19.52","805.09",""
868,"Lagnam Spintex Ltd","LAGNAM","77.94","-1.08%","9,056","76.38","139.21","textiles","3.92","83.15",""
869,"Kalyani Steels Limited","KSL","829.8","-1.09%","52,362","783.19","3662.27","metals & mining","30.55","866.31",""
870,"Adani Total Gas Ltd","ATGL","646.9","-1.09%","3,63,269","616.31","71933.08","energy","13.76","666.88",""
871,"Steel Strips Wheels Limited","SSWL","309.5","-1.09%","4,33,000","225.35","4918.18","auto","10.98","299.95",""
872,"De Nora India Limited","DENORA","830.55","-1.1%","2,043","750.39","445.82","industrials","34.11","864.71",""
873,"BLS E-Services Ltd","BLSE","310.8","-1.1%","2,56,825","204.79","2855.17","i.t","10.92","299.14",""
874,"Lloyds Enterprises Ltd","LLOYDSENT","75.65","-1.1%","24,87,907","64.85","11676.6","services","3.11","78.75",""
875,"Mahindra & Mahindra Limited","M&M","3,390.4","-1.11%","17,56,791","3256.87","426318.99","auto","68.03","3354.05",""
876,"Mastek Limited","MASTEK","1,811.8","-1.11%","21,273","1717.39","5679.96","i.t","50.85","1800.27",""
877,"JSW Infrastructure Ltd","JSWINFRA","335.4","-1.11%","23,58,962","283.51","79022","transportation","10.08","332.8",""
878,"Corona Remedies Ltd","CORONA","2,113.1","-1.12%","9,654","1725.95","13070.52","healthcare","66.54","2083.84",""
879,"Chemcon Speciality Chemicals Ltd","CHEMCON","189","-1.12%","11,126","174.55","700.16","chemicals","5.97","187.27",""
880,"Gabriel India Limited","GABRIEL","1,442.5","-1.13%","1,56,673","1085.44","25857.86","auto","55.6","1439.15",""
881,"Mitcon Consultancy & Engineering Services Ltd","MITCON","78.69","-1.13%","4,067","70.39","138.63","miscellaneous","4.36","77.05",""
882,"Bharti Airtel Limited","BHARTIARTL","1,969.3","-1.14%","55,37,411","1900.77","1243300.35","telecom-service","38.99","1944.61",""
883,"Sandhar Technologies Limited","SANDHAR","632.55","-1.14%","1,17,280","568.67","3851.3","auto","26.82","633.72",""
884,"The South Indian Bank Limited","SOUTHBANK","45.22","-1.14%","56,96,877","42.14","11975.03","bank","0.93","46.26",""
885,"Munjal Showa Limited","MUNJALSHOW","136.62","-1.15%","71,604","128.76","552.77","auto","4.85","136.33",""
886,"Goldstone Technologies Limited","GOLDTECH","48.04","-1.15%","16,899","45.41","253.99","i.t","2.56","53.51",""
887,"Rana Sugars Limited","RANASUG","12.9","-1.15%","5,40,101","12.23","200.41","fmcg","0.56","12.6",""
888,"Acutaas Chemicals Ltd","ACUTAAS","3,198.2","-1.16%","1,72,332","2653.32","26490.22","healthcare","123.9","3274.59",""
889,"Astral Ltd","ASTRAL","1,538.3","-1.16%","3,53,029","1522.07","41810.02","plastic products","41.37","1467.72",""
890,"Aether Industries Ltd","AETHER","1,605.7","-1.19%","95,815","1178.68","21567.12","chemicals","56.87","1541.36",""
891,"FSN E-Commerce Ventures Ltd","NYKAA","327.05","-1.19%","29,41,021","276.76","94792.58","i.t","7.42","327.78",""
892,"Optiemus Infracom Ltd","OPTIEMUS","554.35","-1.2%","66,989","445.14","504.99","telecom","25.41","573.52",""
893,"Indo Borax & Chemicals Ltd","INDOBORAX","420.25","-1.2%","66,257","309.48","1364.95","chemicals","25.73","417.83",""
894,"Biocon Limited","BIOCON","412","-1.2%","31,90,219","395.14","67958.25","healthcare","9.1","424.75",""
895,"Western India Plywoods Ltd","WIPL","165.97","-1.2%","6,311","156.07","142.57","building materials","5.12","167.95",""
